"","doc.text"
"1129","^ ""Reps. Schakowsky, Quigley, Gutierrez Hold Hearing on Same-Sex Marriage"" (Press release). United States House of Representatives. October 2011. Retrieved February 13, 2012. "
"1130","^ a b c ""Hawaii United for Marriage Coalition"". Hawaii United for Marriage. Retrieved February 26, 2013. "
"1131","^ ""Hastings Expresses Support for Marriage and Domestic Partnership Equality"". Office of U.S. Rep. Alcee Hastings. November 2, 2009. Retrieved February 15, 2012. "
"1132","^ Denny Heck for Congress (January 17, 2012). ""Marriage Equality..."". Facebook. Retrieved January 3, 2013. ""Marriage Equality in Washington State = An idea whose time has come."" "
"1133","^ Benjamin, Liz (June 14, 2011). ""Higgins Comes Out For Same-Sex Marriage"". Your News Now. Retrieved June 14, 2011. "
"1134","^ Himes, Jim (2008). ""LGBT"". ""Jim Himes supports marriage equality. Same-sex couples should have the same choices that other couples have, including whether or not to marry, and they should have access to the benefits and responsibilities of legally recognized relationships-including health insurance, unemployment compensation, taxes, immigration status, inheritance, family leave, and hospital visitation."" "
"1135","^ a b c d Roh, Jane (July 3, 2011). ""How N.J. fumbled on gay marriage"". Courier-Post. Retrieved July 4, 2011. ""Reps. Rush Holt, Frank Pallone, and Steve Rothman were the only members of the congressional delegation to sign the letter. Now nearly all of New Jersey's congressional Democrats, including Rob Andrews, are openly in favor of marriage rights for gay couples."" "
"1136","^ Spillman, Benjamin (October 11, 2012). ""Horsford, Tarkanian trade personal blows in congressional debate"". Las Vegas Review-Journal. Retrieved January 3, 2013. ""Horsford said, 'I support marriage equality for all people.'"" "
"1137","^ ""Equality and Women's Rights"". Huffman for Congress. Retrieved January 3, 2013. ""Specifically, he voted for legislation to ensure marriage equality, recognize out-of-state same sex marriages"" "
"1138","^ ""Rep. Israel Joins LI Convention and Visitors Bureau and Long Island GLBT Services Network to Announce Effort to Promote Long Island as a Wedding Destination for Same-Sex Couples"" (Press release). United States House of Representatives. July 1, 2011. Retrieved February 12, 2012. ""'I am proud to be a New Yorker for marriage equality,' said Rep. Israel."" "
"1139","^ ""Gay marriage advocates celebrate ‘60s interracial marriage case"". Scripps Howard Foundation. Retrieved February 13, 2012. "
"1140","^ a b ""A08354 Summary"". New York State Assembly. June 15, 2011. Retrieved January 3, 2013. "
"1141","^ Smith, Adam (February 21, 2014). ""Political Connections Sun: David Jolly on the sanctity of marriage and being from Pinellas"". Tampa Bay Times. Retrieved March 11, 2014. ""I actually misunderstood your question. You refer to the amendment. I thought you where referring to the amendments currently being debated, not the 2008 Florida amendment. Listen I think the sanctity of ones marriage is between the two partners and their God. I don't look to the state for the sanctity of marriage and so I'm ok if a state adopts a same-sex marriage amendment."" "
"1142","^ Vitale, Bob (March 1, 2013). ""Toledo Congresswoman Now Favors Marriage Equality"". Outlook Media. Retrieved April 8, 2013. "
"1143","^ ""Candidate Questions"". Homewood-Flossmoor Patch. Retrieved April 11, 2013. ""I support same-sex marriage"" "
"1144","^ Kennedy, Joe. ""Where I Stand"". Joe Kennedy for Congress. Retrieved January 3, 2013. ""I believe that every citizen has the right to love and marry whom they choose."" "
"1145","^ Kildee, Dan (May 9, 2012). ""I stand with @BarackObama in ..."". Twitter. Retrieved January 3, 2013. ""I stand with @BarackObama in support of Marriage Equality."" "
"1146","^ ""ESSB 6239: Marriage & dom. partnerships – Senate vote on 3rd Reading & Final Passage"". Washington State Legislature. February 1, 2012. Retrieved January 3, 2013. "
"1147","^ ""Rep. Kind suports gay marriage"". The Chippewa Herald. April 11, 2013. Retrieved April 11, 2013. "
"1148","^ ""Phoenix Arizona Election Questionnaire for Congress, ANN KIRKPATRICK"". The Arizona Republic. Retrieved January 3, 2013. ""Like many Arizonans over the past few years, I have come to support marriage equality."" "
"1149","^ Kuster, Ann McLane (March 5, 2012). ""I'm proud to say 'I..."". Facebook. Retrieved January 3, 2013. ""I'm proud to say 'I do' to Freedom to Marry's pledge -- I support equality and justice for all American families!"" "
"1150","^ ""Jim Langevin: Now is the time to redefine marriage in R.I"". Projo.com. Retrieved 2012-07-28. "
"1151","^ ""Bellingham Makes the Case: Marriage Equality is Right for Washington"". Human Rights Campaign. November 30, 2011. Retrieved February 13, 2012. ""However, earlier this year I righted this wrong by announcing my full support for marriage equality."" "
"1152","^ Altimari, Daniela (June 22, 2009). ""U.S. Rep. John Larson releases his statement on same-sex marriage"". Hartford Courant. Retrieved April 5, 2013. ""I am proud that Connecticut has taken a leading role in giving same-sex couples the same rights and recognition as other couples in our state. [This statement was made seven months after Connecticut legalized same-sex marriage.]"" "
"1153","^ ""Supporting Equal Rights for the LGBT Community"". United States House of Representatives. Retrieved June 19, 2010. "
"1154","^ Levin, Sandy (May 10, 2012). ""The President made..."". Facebook. Retrieved July 16, 2012. ""I agree that same sex couples should be able to marry legally."" "
"1155","^ Lewis, John (2003-10-25). ""At a crossroads on gay unions"". The Boston Globe. Retrieved 2009-09-18. "
"1156","^ a b c ""AB 849 Assembly Bill - Vote Information"". California Legislative Counsel. September 6, 2005. Retrieved June 30, 2012. "
"1157","^ ""Lowey on NY Marriage Equality"". Flickr. June 27, 2011. Retrieved February 12, 2012. ""I strongly support Andrew Cuomo's position. I share that position. People should be allowed to marry whom they choose, regardless of gender."" "
"1158","^ ""New Mexicans say legalized gay marriage unlikely anytime soon"". Santa Fe New Mexican. May 9, 2012. Retrieved May 10, 2012. ""Other New Mexico Democrats said they agree with Obama on the issue. ""Marriage equality is a matter of civil rights and treating all people who are in loving and committed relationships fairly,"" said U.S. Rep. Ben Ray Luján, D-N.M., in a statement Wednesday."" "
"1159","^ Guse, Maren (May 10, 2012). ""President Obama supports gay marriage, local politicians weigh in"". WTVH. Retrieved June 28, 2012. ""Dan Maffei issued a statement: 'I applaud the President for his statement today, every American deserves equal rights, including those rights associated with marriage.'"" "
"1160","^ Maloney, Sean Patrick (May 9, 2012). ""spmaloney: Thank you, Mr. President for ..."". Twitter. Retrieved January 3, 2013. ""Thank you, Mr. President for standing up for what's right: that all Americans should be—must be—equal under the law."" "
"1161","^ ""Congresswoman McCollum's Remarks at the Human Rights Council Gala Dinner in Minneapolis"". United States House of Representatives. Retrieved February 17, 2012. ""Equality in the workplace; equality in military service; equality in marriage. For me, for us, equality is a right that is fundamental and non-negotiable."" "
"1162","^ Erickson, Shannon. ""Meeks, Gregory W. (1953- )"". BlackPast.org. Retrieved May 10, 2012. ""Meeks has a consistently liberal voting record, supporting abortion rights, gay marriage, and affirmative action."" "
"1163","^ ""Meet the Candidates 2012: Mike Michaud"". Portland Press Herald. Retrieved August 24, 2012. ""Do you support legalizing gay marriage? Yes."" "
"1164","^ a b ""Voice for Equality: Jim Moran"". Freedom to Marry. April 20, 2009. Retrieved July 29, 2010. "
"1165","^ ""Issues: Equality & Civil Rights"". Friends of Patrick Murphy. Retrieved January 3, 2013. ""I believe that all Americans should have equal rights [...] – including the rights to marry"" "
"1166","^ ""Candidate positions: Rick Nolan"". Minnesota Public Radio. Retrieved January 3, 2013. ""Should same-sex marriage be legal? ANSWER OPTION Yes."" "
"1167","^ Donald Norcross' Voting Records on Issue: Marriage"
"1168","^ ""House Dems That Don't Back Marriage"". Joe.My.God. Retrieved October 28, 2013. ""JMG reader Benjamin has forwarded me a personal email from Rep. Bill Owen, who stated his support for same-sex marriage."" "
"1169","^ Roberts, Chris (May 20, 2012). ""Gay marriage: Rep. Silvestre Reyes supports faith, banning discrimination; Beto O'Rourke supports equality"". El Paso Times. Retrieved January 3, 2013. ""'I believe that everyone should be treated equally under the law,' O'Rourke said. 'If two people love each other and want to make a lifelong commitment to each other, they should be able to marry each other.'"" "
"1170","^ a b c d Geidner, Chris (January 9, 2012). ""New Jersey Congressional Dems Urge State Colleagues to Pass Marriage Equality Bill"". Metro Weekly. Retrieved February 12, 2012. ""This morning, all of New Jersey's Democratic members of the U.S. Congress [...] urged their state legislative colleagues to pass marriage equality"" "
"1171","^ Giambusso, David (May 27, 2012). ""Democrats fight to stand out in 6-person District 10 race"". The Star-Ledger. Retrieved November 19, 2012. ""Smith also staked out a more conservative stance on gay marriage, which all the other 10th District House candidates support with little qualification."" "
"1172","^ ""Ed Perlmutter (D-Colo.)"". The Washington Post. December 21, 2011. Retrieved 2012-02-01. ""But during the 2006 campaign, he came out in favor of legalizing same-sex marriage—a stance he maintained after his election."" "
"1173","^ Klein, Howie (June 21, 2008). ""Blue America Welcomes Gary Peters (MI-09)"". Retrieved February 18, 2012. ""I believe in civil rights and equality for all people and to me gay marriage is a basic human rights issue, one I feel very strongly about."" "
"1174","^ ""Statement from Scott Peters RE: Prop 8 Ruling Today"" (Press release). Scott Peters for Congress. February 7, 2012. Retrieved January 3, 2013. ""I believe that every loving, committed couple -- gay or straight -- deserves the freedom to marry the person they love."" "
"1175","^ Pingree, Chellie (November 2, 2009). ""Tomorrow We Can Make History"". Huffington Post. Retrieved January 17, 2010. "
"1176","^ Pocan, Mark (May 8, 2012). ""I wrote @BarackObama today ..."". Twitter. Retrieved January 3, 2013. ""I wrote @BarackObama today to urge his support for marriage equality. Thanks to VP Biden & Sec Duncan for your support."" "
"1177","^ ""Representative David Eugene Price's Issue Positions (Political Courage Test)"". Project Vote Smart. Retrieved December 20, 2012. ""Do you support same-sex marriage? [...] Yes"" "
"1178","^ ""Rangel Lauds Passage NY's Marriage Equality Bill"" (Press release). United States House of Representatives. June 24, 2011. Retrieved February 18, 2012. "
"1179","^ Harmon, Andrew (September 23, 2011). ""DOMA Repeal Gets Its First Republican Cosponsor"". The Advocate. Retrieved September 24, 2011. ""I voted against the constitutional amendment defining marriage [in 2006] so I'm pleased to cosponsor the repeal of DOMA and work with my colleagues on marriage equality."" "
"1180","^ ""The Ruiz Plan"". Dr. Raul Ruiz for Congress. Retrieved January 3, 2013. ""I support the equal rights of gay and lesbian couples to marry who they love."" "
"1181","^ Congress, District 1. Chicago Sun-Times. (Interview). October 8, 2012. Retrieved June 10, 2013. ""I support the Democratic Party platform that supports civil gay marriage, but also allows churches to administer marriage as they see fit 'without government interference'."" "
"1182","^ ""Voice for Equality: John Sarbanes"". Freedom to Marry. May 1, 2009. Retrieved July 30, 2010. "
"1183","^ ""LGBT Equality"". Schneider for Congress. Retrieved January 3, 2013. ""I strongly hold that all Americans should be entitled to the unconditional right to marry, regardless of sexual orientation."" "
"1184","^ ""Kurt Schrader"". Human Rights Campaign. Retrieved April 18, 2013. ""After many discussions with my constituents, I have decided to support marriage equality."" "
"1185","^ Mason, Laurie; Weckselblatt, Gary (May 10, 2012). ""Schwartz Applauds President's Support of Same-Sex Marriage"". The Intelligencer. Retrieved May 22, 2012. ""President Obama demonstrated courage today in sharing his personal views on the importance of all Americans having equal rights under the law, including the legal right to marry who they love and are committed to."" "
"1186","^ ""David Scott"". Human Rights Campaign. Retrieved May 3, 2013. ""'Congressman Scott fully supports marriage equality.'"" "
"1187","^ ""Serrano Supports Marriage for All"" (Press release). United States House of Representatives. May 8, 2009. Retrieved February 12, 2012. "
"1188","^ ""Carol Shea-Porter"". The Washington Post. December 27, 2011. Retrieved 2012-02-01. ""Shea-Porter supports extending the right to marriage to same-sex couples."" "
"1189","^ Sinema, Kyrsten (May 9, 2012). ""kyrstensinema: President Obama supports marriage ..."". Twitter. Retrieved January 3, 2013. ""President Obama supports marriage equality. A huge step forward in the move to protect and support all families in America!"" "
"1190","^ ""Slaughter thinks Obama will ‘get there’ on gay marriage"". Democrat and Chronicle. June 30, 2011. Retrieved February 18, 2012. ""...Slaughter, a gay marriage supporter..."" "
"1191","^ Song, Kyung (January 14, 2012). ""Remap forces seismic shift on Rep. Smith, 9th District"". Seattle Times. Retrieved January 19, 2012. ""Smith is solidly liberal on most social issues. He supports abortion rights, affirmative action, same-sex marriage and allowing illegal immigrants to earn U.S. citizenship."" "
"1192","^ ""Additional Issues"". Swalwell for Congress. Retrieved January 3, 2013. ""I support full equality for lesbian, gay, bisexual, and transgender (LGBT) individuals. This includes the freedom to marry"" "
"1193","^ Takano, Mark (February 7, 2012). ""Today's ruling by..."". Facebook. Retrieved January 3, 2013. ""Today’s ruling by the 9th Circuit Court of Appeals that declares Proposition 8’s ban on gay marriage unconstitutional is a victory for the principles of equality and freedom."" "
"1194","^ Demirjian, Karoun (March 27, 2013). ""Same-sex marriage: Where Nevada politicians stand"". Las Vegas Sun. Retrieved April 8, 2013. ""As a U.S. congresswoman, she [Titus] supports gay marriage"" "
"1195","^ Lee, Stephanie (October 24, 2010). ""Tonko presents jobs plan in his bid for second term"". Times Union. Retrieved December 27, 2010. ""In addition, Tonko said he supports increased funding to public schools, cuts to property taxes, gay marriage and the repeal of the military's ""don't ask, don't tell"" policy."" "
"1196","^ Conlan, Mark Gabrish (March 1, 2012). ""Queer Democrats Split in 51st District Congressional Race"". Zenger's Newsmagazine. Retrieved July 16, 2013. ""I wasn't there for the vote on the Leno bill [which would have given same-sex couples equal access to civil marriage but guaranteed churches the right to refuse to marry same-sex couples], but I would have voted for it because it made the distinction that the government isn't marrying people, it's simply recognizing marriage—which I'm in favor of."" "
"1197","^ Benning, Tom (July 10, 2012). ""Congressional runoff hopefuls Domingo Garcia, Marc Veasey battle over who’s a more loyal Democrat"". The Dallas Morning News. Retrieved January 3, 2013. ""And both [Domingo Garcia and Marc Veasey], in separate interviews after the debate, said they supported same-sex marriage."" "
"1198","^ Lavers, Michael K. (June 8, 2011). ""Latino New Yorkers Back Marriage Equality Bill"". Edge Boston. Retrieved February 12, 2012. "
"1199","^ Kirk, Chelsea Schneider (April 11, 2013). ""Visclosky announces support of marriage equality"". The Times of Northwest Indiana. Retrieved April 11, 2013. "
"1200","^ ""Tim Walz Interview on ""Lambert and Janacek"""". Minnesota Democrats Exposed. July 27, 2006. Retrieved July 30, 2010. "
"1201","^ ""Statement Supporting Marriage Equality for All Americans"" (Press release). United States House of Representatives. February 23, 2011. Retrieved April 6, 2011. "
"1202","^ Totten, Shay (April 1, 2009). ""Those Damn Distractions"". Seven Days: Vermont's Independent Voice. Retrieved November 25, 2010. """"Congressman Welch does personally support legalizing gay marriage,"" said Paul Heintz, Welch's spokesman"" "
"1203","^ Wilson, Frederica (May 9, 2012). ""Congresswoman Wilson's Statement on President Obama's Support of Same-Sex Marriage"" (Press release). United States House of Representatives. Retrieved May 9, 2012. "
"1204","^ Joe Sonka (May 9, 2012). ""Yarmuth praises Obama's 'evolution' on gay marriage"". Louisville Eccentric Observer. Retrieved May 9, 2012. ""'As a strong supporter of marriage equality, I am proud that President Obama has joined the millions of Americans committed to equal rights and fairness for all our citizens,' Yarmuth said."" "
"1205","^ Delegate Donna Christensen - Same Sex Marriage"
"1206","^ Mathis, Sommer (October 1, 2009). ""Norton Offers Support to D.C. Same Sex Marriage Bill"" (Press release). United States House of Representatives. Retrieved August 10, 2012. "
"1207","^ ""H.R.2523 - Cosponsors"". THOMAS. Retrieved June 27, 2013. "
"1208","^ a b Sample, Herbert A. (2009-10-10). ""Hawaii evangelical churches plan election push"". Google News. Associated Press. Archived from the original on 2009-10-10. Retrieved 2009-10-10. "
"1209","^ ""Newsday's endorsement in the 5th Congressional District"". Newsday. October 15, 2010. Retrieved February 14, 2012. ""He supports abortion rights, marital equality for gays and a path to citizenship for illegal immigrants."" "
"1210","^ Goldstein, Steven (April 4, 2011). ""Memories of Congressman John Adler, a great champion of LGBT equality"". Blue Jersey. Retrieved February 14, 2012. ""When John voted for the civil unions bill in 2006, he publicly stated he was holding his nose in doing so—that he believed only marriage equality meets the constitutional standard of equal protection under law."" "
"1211","^ a b Keen, Lisa (2009-05-06). ""N.H., Maine, D.C. make progress on the gay-marriage front"". Windy City Times. Keen News Service. Retrieved 2009-07-09. ""while he had opposed same-sex marriage in the past, 'I have come to believe that this is a question of fairness and of equal protection under the law.' he said."" "
"1212","^ ""Bob Barr on DOMA"". Advocate.com. May 3, 2011. Retrieved April 12, 2013. ""'Absolutely."" to the question ""So do you believe that gays and lesbians should have the fundamental right to marry?"""" "
"1213","^ Stanford, Jason (May 26, 2012). ""This Evolution Won't Be Televised"". The Huffington Post. Retrieved June 25, 2012. ""'I was pleased and certainly understood where he [Obama] was coming from, because I do think it has been an evolution for a lot of people, including myself,' he [Bell] said recently."" "
"1214","^ ""Tom Campbell bows out"". Los Angeles Times. January 15, 2010. Retrieved 2010-05-08. "
"1215","^ Murphy, Colin (August 1, 2012). Russ Carnahan: I'll Show Up. (Interview). The Vital Voice. Retrieved August 3, 2012. ""RC: Again, I'm supportive of Marriage Equality and a member of the Congressional LGBT Equality Caucus"" "
"1216","^ Biddle, Rishawn (December 4, 2007). ""Carson's Last Stand"". The American Spectator. Retrieved June 2, 2012. ""Carson, known for taking fellow Democrats to task for failing to support gay marriage and other 'progressive' issues, said little."" "
"1217","^ Blair, Chad (May 16, 2012). ""Will Gay Marriage Influence Hawaii Senate Race?"". Honolulu Civil Beat. Retrieved August 13, 2012. ""Hirono's primary opponent, Ed Case, supports gay marriage"" "
"1218","^ a b Young, Samantha (June 17, 2008). ""Vignettes from California's same-sex weddings"". Fox News. Associated Press. Retrieved May 8, 2010. "
"1219","^ Song, Kyung M. (May 9, 2012). ""WA congressional delegation: 6-4 on same-sex marriage"". The Seattle Times. Retrieved May 9, 2012. ""Behan said Dicks also supports same-sex marriage."" "
"1220","^ a b c d e f g h i j k ""AB 43 Assembly Bill – Vote Information"". California Legislative Counsel. June 5, 2007. Retrieved June 30, 2012. "
"1221","^ a b c d ""6 Former NJ Governors Support Gay Marriage"". NBC. January 30, 2012. Retrieved January 30, 2012. "
"1222","^ Dicker, Fredric U.; Haberman, Maggie (January 11, 2010). ""Now Harold Ford Jr. backs gay marriage"". New York Post. Retrieved January 11, 2010. "
"1223","^ a b c d Stein, Sam (August 31, 2010). ""Steve Schmidt, Former McCain Campaign Chief, On Mehlman Fundraiser: Same-Sex Marriage Becoming Conservative Cause"". The Huffington Post. Retrieved August 31, 2010. "
"1224","^ ""The Gay List - Candidates and Causes for the LGBT Community"". ActBlue. 2008. Archived from the original on January 9, 2011. Retrieved January 9, 2011. "
"1225","^ Newton-Small, Jay (January 8, 2011). ""Rep. Gabrielle Giffords"". TIME. Retrieved January 9, 2011. "
"1226","^ Smitherman, Laura (March 13, 2009). ""Support for gay marriage"". The Baltimore Sun. Retrieved January 12, 2010. "
"1227","^ Newt Gingrich urges Republicans to rethink opposition to gay marriage retrieved 20 December 2012"
"1228","^ Eisenstadt, Dave (July 13, 1996). ""House Sez No to Gay Marriage"". Daily News. Retrieved April 26, 2013. ""'In all due respect to my colleagues,' said Gunderson, 'lesbians have no interest in your wives and gay men have no interest in your husbands. 'Should not my partner of 13 years have the same rights as the partners of my colleagues around here on their second and third marriages?'"" "
"1229","^ Demarest, Erica (March 14, 2012). ""U.S. Congress Debbie Halvorson"". Windy City Times. Retrieved April 2, 2012. ""'We have to make it better for everybody, especially when it comes to marriage and gay marriages. Nobody should be discriminated against because of their love for each other.'"" "
"1230","^ ""Hinchey supports gay marriage"". WAMC. 2009-04-21. "
"1231","^ Stryker, Alysa (May 25, 2011). ""Kathy Hochul, winner of District 26, visits Greece to thank voters"". Greece Post. ""Hochul's pro-gay marriage stance"" "
"1232","^ Schoenberg, Shira (July 18, 2010). ""Court ruling changes few minds on federal marriage law"". Concord Monitor. Retrieved July 27, 2010. "
"1233","^ ""Steel City Stonewall Democrats - completed questionnaire from JOE HOEFFEL who is seeking election for Governor of Pennsylvania"". Stonewall Democrats. March 24, 2010. Archived from the original on June 28, 2010. Retrieved June 28, 2010. "
"1234","^ a b Durbin, Kathie (2011-06-28). ""Inslee brings gubernatorial campaign to Vancouver"". The Columbian. Retrieved 2011-06-28. ""Inslee supports gay marriage. ""I've been married for 38 years and I fundamentally believe that no government and no politician should deny any of my fellow Washingtonians the right to have what I have,"" he told the Seattle Times."" "
"1235","^ ""Stephanie Tubbs Jones's Issue Positions (Political Courage Test)"". Project Vote Smart. 2008. Retrieved January 11, 2013. ""a) Should same-sex couples be allowed to marry? [...] Yes"" "
"1236","^ Bakst, M. Charles (2003-08-10). ""Cicilline, Kennedy hit mark on gay issue"". The Providence Journal. Retrieved 2009-07-09. ""Kennedy, who is Catholic, last week took on his own church, reiterating his support for same-sex marriage and likening opposition to it as 'bigotry or discrimination'"" "
"1237","^ Morlock, Blake (December 29, 2006). ""Kolbe: GOP on wrong path"". Tucson Citizen. Retrieved February 14, 2012. ""Gay marriage will one day be legal in the United States, he [Kolbe] said. 'As much as the social conservatives might not like to hear it, there will be a time when your grandchildren say: ""What was the argument with gay marriage? Who cares?""'"" "
"1238","^ a b ""Q&A: Dennis Kucinich"". The Advocate. February 3, 2004. p. 33. Retrieved December 21, 2010. "
"1239","^ a b ""Lowry backs gay marriage, but bill won't fly"". The Spokesman-Review. Associated Press. January 10, 1997. Retrieved March 25, 2012. "
"1240","^ Margolies, Marjorie (May 20, 2014). ""PA's gay marriage ban is finally …"". Twitter. Retrieved May 21, 2014. "
"1241","^ Lawrence, Tom (May 10, 2012). ""McGovern, like Obama, supports same-sex marriage"". The Daily Republic. Retrieved May 10, 2012. "
"1242","^ ""McKinney/Clemente and Obama/Biden compared on the US justice system, the War on Drugs, human rights, and fair elections"" (Press release). Green Party of the United States. August 28, 2008. Retrieved February 22, 2012. ""Cynthia McKinney and Rosa Clemente [...] support full and equal recognition for same-sex marriage."" "
"1243","^ ""Democrat Withstanding Challengers in Staten Island House Race Despite 'Jewish Money' Flap"". The Forward. September 14, 2010. Retrieved December 27, 2010. ""McMahon supports same-sex marriage and voted for the repeal of the military's ""Don't Ask, Don't Tell"" policy."" "
"1244","^ Gallaher, Rachel. ""Meek, Kendrick (1966- )"". BlackPast.org. Retrieved July 26, 2012. ""Meek supports same-sex marriages, an increase of minimum wage, human embryonic stem cell research, and abortion."" "
"1245","^ ""2012 Statewide Candidate Questionnaire"". Liberty City LGBT Democratic Club. March 8, 2012. Retrieved July 26, 2012. ""Do you support the rights of LGBT people to the following: Marriage -- Yes"" "
"1246","^ ""Mark Schauer, Gov. Snyder: Stark Differences on LGBT Rights"". WLNS-TV. June 5, 2013. Retrieved June 11, 2013. ""'I would vote yes to allowing same sex marriage in Michigan,' said Schauer."" "
"1247","^ ""Some Republicans backing gay marriage in Michigan"". My Fox Detroit. June 17, 2014. Retrieved June 17, 2014. "
"1248","^ Colletta, Jen (January 14, 2010). ""Sestak backs gay marriage"". Philadelphia Gay News. Retrieved February 13, 2012. "
"1249","^ a b c Meade, Michael J. (January 5, 2004). ""Former Gov. & Attorneys General Urge Mass To Enact Gay Marriage"". 365gay News. Archived from the original on 2005-09-30. Retrieved July 18, 2012. "
"1250","^ Applebome, Peter (May 16, 2012). ""Connecticut Faces Fight for Senate, Inside G.O.P."". The New York Times. Retrieved June 1, 2012. ""Mr. Shays [...] said he would have voted for same-sex marriage if he were in the Connecticut legislature"" "
"1251","^ a b Grindley, Lucas (June 7, 2012). ""Exclusive: List of Cabinet Secretaries Supporting Marriage Equality Grows"". The Advocate. Retrieved June 7, 2012. "
"1252","^ ""No Death Benefits for Studds's Spouse"". Washington Post. October 18, 2006. "
"1253","^ Sutton, Betty (May 9, 2012). ""Sutton Statement on Marriage Equality"" (Press release). United States House of Representatives. Retrieved May 9, 2012. "
"1254","^ Sandalow, Marc (2004-03-22). ""Political parties skittish about hot-button issue"". San Francisco Chronicle. Retrieved 2009-07-09. "
"1255","^ Towns, Edolphus (March 14, 2012). ""A Message of Encouragement to LGBT Youth"" (Press release). United States House of Representatives. Retrieved March 26, 2012. ""In my remarks on the video, I highlighted the progress: Gay and lesbian soldiers now serve openly in our military; same sex marriages are now legal in several states"" "
"1256","^ Funk, Tim (March 4, 2012). ""Will same-sex marriage be part of the Dem platform?"". The Charlotte Observer. Retrieved March 28, 2012. ""But, he [Mel Watt] added, 'I think people ought to be able to marry whoever they want to marry.'"" "
"1257","^ Monro, Ian (2008-11-18). ""No more Mr Nice Gay, say New York protestors"". The Sydney Morning Herald. Retrieved 2009-07-09. ""Mr Weiner... was introduced as a 'straight ally of marriage equality'."" "
"1258","^ Bean, Terry. ""Money Bomb for David Wu: Oregon's Voice for Equality"". David Wu for Congress. Retrieved February 13, 2012. ""He is an unconditional advocate for full marriage equality and led the U.S. House in voting to repeal 'Don’t Ask, Don’t Tell.'"" "
"1259","^ a b c Egelko, Bob (2009-10-07). ""Prop. 8 forces seek divorce from Jerry Brown"". San Francisco Chronicle. Retrieved 2010-01-20. "
"1260","^ a b ""Bullock Statement on Rolando v State"" (Press release). State of Montana. May 21, 2014. Retrieved May 21, 2014. "
"1261","^ a b Gershman, Jacob (July 1, 2010). ""Cuomo: Gay Marriage Will Be a ‘Priority’ in 2011"". The Wall Street Journal. Retrieved December 21, 2010. "
"1262","^ ""Civil Rights/Marriage Equality"". Maggie '12. Retrieved January 3, 2013. "
"1263","^ a b Malone, Patrick (October 30, 2010). ""Gay marriage, attack ads surface in debate"". The Pueblo Chieftain. Retrieved December 21, 2010. "
"1264","^ Esteve, Harry (2010-03-15). ""Democrats Bradbury, Kitzhaber offer differing views on running Oregon"". The Oregonian. Retrieved 2010-06-01. "
"1265","^ a b Falcone, Amanda (April 16, 2010). ""LGBT Leaders Endorse Dannel Malloy For Governor; Former State Rep. Art Feltman Supporting Ned Lamont"". The Hartford Courant. Retrieved December 21, 2010. "
"1266","^ ""Democratic governor in Del. supports gay marriage"". CBS News. Associated Press. March 2, 2012. Retrieved April 7, 2012. "
"1267","^ Pershing, Ben. ""Same-sex marriage rulings highlight split in Va. governor’s race, don’t change state law"". The Washington Post. Retrieved October 15, 2013. "
"1268","^ a b Keller, Rudi (November 14, 2013). ""Gov. Jay Nixon says he supports legalizing gay marriage"". Columbia Daily Tribune. Retrieved November 14, 2013. "
"1269","^ a b Bykowicz, Julie (2010-06-02). ""Gansler vocal on gay marriage"". The Baltimore Sun. Retrieved 2010-06-02. "
"1270","^ Levenson, Michael (February 9, 2011). ""Patrick says he considered resigning"". The Boston Globe. Retrieved April 7, 2012. ""Freely quoting Scripture to bolster his support for same-sex marriage and sensitivity toward illegal immigrants, the governor [Patrick] touches on his unabashed support for liberal causes."" "
"1271","^ a b Groeninger, Alissa; Huppke, Rex W. (May 11, 2012). ""Quinn makes it clear he supports same-sex marriage in Illinois"". Chicago Tribune. Retrieved May 11, 2012. "
"1272","^ Shumlin, Peter (April 15, 2009). ""Vermont's brave stand for gay marriage"". Guardian (London). Retrieved December 21, 2010. "
"1273","^ a b 0qqq1 (May 4, 2009). ""Hawaii Governor Ben Cayetano on Same Sex Marriage"". YouTube. Retrieved May 20, 2012. ""I support same-sex marriage and civil unions."" "
"1274","^ a b ""N.J. gay marriage: How lawmakers voted"". The Star-Ledger. January 7, 2010. Retrieved April 15, 2012. "
"1275","^ a b Crist, Charlie (May 8, 2013). ""Some great news: On Tuesday, Delaware..."". Facebook. Retrieved May 9, 2013. ""I most certainly support marriage equality in Florida and look forward to the day it happens here."" "
"1276","^ ""Culver: A stronger vision for the future"". The Des Moines Register. October 22, 2010. Retrieved July 24, 2012. ""On same-sex marriage, Culver favors that basic right, while Branstad opposes it."" "
"1277","^ a b ""Former Californian Governor Gray Davis speaking on marriage equality"". vimeo.com. Retrieved January 15, 2014. "
"1278","^ Dukakis, Michael (May 16, 2013). ""Mondale and Dukakis Back Marriage Equality"". ThinkProgress. Retrieved June 20, 2013. "
"1279","^ Schaller, Tom (2009-08-27). ""Former governor now supports gay marriage"". The Baltimore Sun. Retrieved 2012-02-03. "
"1280","^ a b Marr, Kendra (August 8, 2010). ""McDonnell: Judge wrong to overturn Prop. 8"". Politico. Retrieved August 9, 2010. ""'I think the court was courageous,' she said, adding that she would like to see the ruling 'move to a higher level and affect more states.'"" "
"1281","^ a b Garber, Andrew (January 4, 2012). ""Gregoire proposes legislation to legalize gay marriage"". Seattle Times. "
